investment_id,company,region,plant,cost_center_code,cost_center_responsible,investment_description,investment_category,customer,car_model,commodity_id,purchasing_l1,purchasing_l2,purchasing_l3,purchasing_l4,purchasing_l5,purchasing_l6,mpp_l1,mpp_l2,mpp_value_level,mpp_l3_analysis,confirmation_required,ras_bms_budget_account,tangible_intangible,technology,comment,sustainability,productive_non_productive,condition_of_asset,already_sourced,already_sourced_2,planned_sourcing_date,unit_of_measure,quantity,value_per_item_k,source_of_funding,lcc_capable,budgeted_value_lcc_2526_k_eur,realized_lcc_2526,lcc_value_option_2526_k_eur,savings_lcc_2526_k_eur,existing_ras_number,capex_already_ordered,add_sap_budget_existing_wbs,monthly_apr_2025,monthly_may_2025,monthly_jun_2025,monthly_jul_2025,monthly_aug_2025,monthly_sep_2025,monthly_oct_2025,monthly_nov_2025,monthly_dec_2025,monthly_jan_2026,monthly_feb_2026,monthly_mar_2026,budget_q2_2025,budget_q3_2025,budget_q4_2025,budget_q1_2026,budget_fy_2526,monthly_apr_2026,monthly_may_2026,monthly_jun_2026,monthly_jul_2026,monthly_aug_2026,monthly_sep_2026,monthly_oct_2026,monthly_nov_2026,monthly_dec_2026,monthly_jan_2027,monthly_feb_2027,monthly_mar_2027,budget_q2_2026,budget_q3_2026,budget_q4_2026,budget_q1_2027,budget_fy_2627,plan_fy_2728,plan_fy_2829,plan_fy_2930,total_5y_k_eur,local_currency,currency_flag,budget_lc_2526,budget_lc_2627,plan_lc_2728,plan_lc_2829,plan_lc_2930,budget_eur_2526,budget_eur_2627,plan_eur_2728,plan_eur_2829,plan_eur_2930,total_eur_5y,empty_col_95,col_flag_96,bms_company,bms_account_code,col_flag_99,cost_center_bms,bms_apr_2025,bms_may_2025,bms_jun_2025,bms_jul_2025,bms_aug_2025,bms_sep_2025,bms_oct_2025,bms_nov_2025,bms_dec_2025,bms_jan_2026,bms_feb_2026,bms_mar_2026,bms_fy_2526,bms_fy_2627,bms_fy_2728,bms_fy_2829,bms_fy_2930,bms_5y_sum,bms_fy_2526_2627,sorting_key,internal_col_121,internal_col_122,failure_reason,quarantined_at
101032,SMP,Mexico,SMP Zitlaltepec,0.0,L. Ramirez,Kühlerschutzgitter Basis  (BTB1070) / Storage Racks,Customer projects new,Audi,eQ8 Bumpers,9665.0,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,Unknown,Unknown,Unknown,Painted Part Rack/Hanger,Tangible,Paint Shop,_Painting,Energy Reduction,Productive,New,No,No,TBD,Piece,1.0,6.811,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,0.0,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,USD,SMP Zitlaltepec,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,Value planned,nan,SMP Zitlaltepec,RAS260011,nan,Customer Projects,6.5071176077195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,6.5071176077195,6.5071176077195,6.5071176077195,-6.804492882392281,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,Mexico,SMP Zitlaltepec,0.0,L. Ramirez,Frontspoiler  (BTB 160) BASIS/S-Line/S / Storage Racks,Customer projects new,Audi,eQ8 Bumpers,9665.0,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,Unknown,Unknown,Unknown,Painted Part Rack/Hanger,Tangible,Paint Shop,_Painting,Energy Reduction,Productive,New,No,No,TBD,Piece,1.0,6.811,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,0.0,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,USD,SMP Zitlaltepec,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,Value planned,nan,SMP Zitlaltepec,RAS260011,nan,Customer Projects,6.5071176077195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,6.5071176077195,6.5071176077195,6.5071176077195,-6.804492882392281,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,Mexico,SMP Zitlaltepec,0.0,L. Ramirez,Blende Mitte  mit APS und ASOE SLINE(BTB 70) / Storage Racks,Customer projects new,Audi,eQ8 Bumpers,9665.0,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,Unknown,Unknown,Unknown,Painted Part Rack/Hanger,Tangible,Paint Shop,_Painting,Energy Reduction,Productive,New,No,No,TBD,Piece,1.0,6.811,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,0.0,0.0,0.0,6.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.811,USD,SMP Zitlaltepec,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,Value planned,nan,SMP Zitlaltepec,RAS260011,nan,Customer Projects,6.5071176077195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5071176077195,0.0,0.0,0.0,0.0,6.5071176077195,6.5071176077195,6.5071176077195,6.5071176077195,-6.804492882392281,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,China,SMP CPAT,0.0,Unknown,Mould temperature controllerHongqi P301 PAE,Customer projects new,Hongqi,Hongqi P301 PAE,8158.0,Moulding Machine Auxiliaries,Mould Temperature Controller,Heating & Cooling,0,0,0,Capex & Equipment,IMM auxiliaries,Unknown,Temperature Control,No,Mould Temperature Controllers,Tangible,Moulding,Unknown,EV Programs,Productive,New,No,No,2026-05-01 00:00:00,Set,4.0,12000.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,14.4,19.2,48.0,0.0,0.0,0.0,48.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,6.46438527736253,0.0,0.0,0.0,6.46438527736253,Value planned,nan,SMP CPAT,RAS190011,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46438527736253,0.0,0.0,0.0,6.46438527736253,6.46438527736253,6.46438527736253,6.46438527736253,-47.99353561472264,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,China,SMP CPAT,0.0,Unknown,Automatic gluing lineAudi A6L NF NF(C9) DP,Customer projects new,FAW-VW,Audi A6L NF NF(C9) DP,8313.0,Assembly / Secondary Equipment,Gluing Machine,Tooling,0,0,0,Capex & Equipment,Gluing / adhesive application,Unknown,Unknown,Unknown,SPM - Edge Folding  / Foaming  / Gluing  / Labelling / Marking  / Sewing  / Slush / Other Machine,Tangible,Secondary Equipment,Unknown,not relevant,Productive,New,No,No,2025-04-01 00:00:00,Set,1.0,48000.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,43.2,0.0,0.0,4.8,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,6.408202499198975,0.0,0.0,0.0,0.0,6.408202499198975,Value planned,nan,SMP CPAT,RAS110022,nan,Customer Projects,5.767382249279078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6408202499198975,6.408202499198976,0.0,0.0,0.0,0.0,6.408202499198976,6.408202499198976,6.408202499198976,6.408202499198976,-47.9935917975008,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101031,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,Test stand,Customer projects repeat,FAW-VW,0,8307.0,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,Unknown,Unknown,Unknown,Other Lab/Test Equipment,Tangible,Quality,Unknown,not relevant,Productive,New,Unknown,Yes,nan,Set,1.0,14.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,9.8,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,Value planned,nan,SMP-Tianjin-Entity,RAS404307,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607177186799103,0.0,0.0,0.0,0.0,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,1.3148960010388722,1.3148960010388722,1.3148960010388722,-9.798685103998961,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101032,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,Test stand,Customer projects repeat,FAW-VW,0,8307.0,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,Unknown,Unknown,Unknown,Other Lab/Test Equipment,Tangible,Quality,Unknown,not relevant,Productive,New,Unknown,Yes,nan,Set,1.0,14.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,9.8,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,Value planned,nan,SMP-Tianjin-Entity,RAS404307,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607177186799103,0.0,0.0,0.0,0.0,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,1.3148960010388722,1.3148960010388722,1.3148960010388722,-9.798685103998961,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,Test stand,Customer projects repeat,FAW-VW,0,8307.0,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,Unknown,Unknown,Unknown,Other Lab/Test Equipment,Tangible,Quality,Unknown,not relevant,Productive,New,Unknown,Yes,nan,Set,1.0,14.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,9.8,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,Value planned,nan,SMP-Tianjin-Entity,RAS404307,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607177186799103,0.0,0.0,0.0,0.0,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,1.3148960010388722,1.3148960010388722,1.3148960010388722,-9.798685103998961,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,Test stand,Customer projects repeat,FAW-VW,0,8307.0,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,Unknown,Unknown,Unknown,Other Lab/Test Equipment,Tangible,Quality,Unknown,not relevant,Productive,New,Unknown,Yes,nan,Set,1.0,14.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,9.8,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,Value planned,nan,SMP-Tianjin-Entity,RAS404307,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607177186799103,0.0,0.0,0.0,0.0,0.5607177186799103,0.7541782823589618,0.0,0.0,0.0,1.3148960010388722,1.3148960010388722,1.3148960010388722,1.3148960010388722,-9.798685103998961,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,gauge,Customer projects repeat,FAW-VW,0,8307.0,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,Unknown,Unknown,Unknown,Other Lab/Test Equipment,Tangible,Quality,Unknown,not relevant,Productive,New,Unknown,Yes,nan,Set,1.0,24.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,9.6,0.0,0.0,0.0,9.6,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,1.292877055472506,0.0,0.0,0.0,1.292877055472506,Value planned,nan,SMP-Tianjin-Entity,RAS404307,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292877055472506,0.0,0.0,0.0,1.292877055472506,1.292877055472506,1.292877055472506,1.292877055472506,-9.598707122944527,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,Germany & EE,SMP Hungary,0.0,Kaiser Bence,Assembly Front Bumper - BOL iiyama ProLite iiy2234-11 TF2234MC-B7AGB,Customer projects new,Mercedes-Benz,Mini G,7840.0,Assembly / Secondary Equipment,Retrofit/Refurbishment,Assembly Line,Assembly Stations,0,0,Capex & Equipment,Assembly,<200k,Retrofit/Refurbishment,No,Retrofit / Refurbishment,Tangible,Secondary Equipment,Unknown,not relevant,Productive,New,No,No,03/2027,Piece,3.0,0.43,Own,Yes,1.29,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,1.29,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,EUR,nan,1.0,1.0,1.0,1.0,1.0,1.29,0.0,0.0,0.0,0.0,1.29,Value planned,nan,SMP Hungary,RAS110023,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.29,0.0,0.0,0.0,0.0,1.29,1.29,1.29,1.29,-1.28871,V05: investment_category in valid set,2026-04-12T17:27:33.297408
234,SMP,China,SMP CPAT,0.0,Unknown,0,0,0,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,2025-01-01 00:00:00,Set,0.0,0.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP CPAT,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
235,SMP,China,SMP CPAT,0.0,Unknown,0,0,0,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,2025-10-01 00:00:00,Set,0.0,0.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP CPAT,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
237,SMP,China,SMP CPAT,0.0,Unknown,0,0,0,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,2025-01-01 00:00:00,Set,0.0,0.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP CPAT,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101031,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101032,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,China,SMP-ZPAT Entity,0.0,Unknown,00,0,Unknown,0,0.0,0,0,0,0,0,0,No L1-L3 Given,No L1-L3 Given,Unknown,Unknown,Unknown,0,0,0,Unknown,0,0,0,Unknown,No,nan,Unknown,0.0,0.0,Unknown,Unknown,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,0.0,0.0,0.0,0.0,0.0,No Value planned,nan,SMP-ZPAT Entity,Unknown,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V05: investment_category in valid set,2026-04-12T17:27:33.297408
